page_number,line_number,event_number,event_name,athlete_name,age_at_event,birth_year_estimated,club_name,rank_position,seed_time_text,seed_time_ms,result_time_text,result_time_ms,status,raw_line
7,37,6,men 70-74 50 SC Meter backstroke,"Alvarez, Ricardo",73,1953,NÑ unñoa Master,1,"1:34,90",94900,"1:24,45",84450,valid,"1 Alvarez, Ricardo 73 NÑ unñoa Master 1:34.90 1:24.45 9"
7,39,6,men 75-79 50 SC Meter backstroke,"Guadalupe, Jaime",77,1949,Master Providencia Chile,1,"59,19",59190,"1:02,54",62540,valid,"1 Guadalupe, Jaime 77 Master Providencia Chile 59.19 1:02.54 9"
7,40,6,men 75-79 50 SC Meter backstroke,"Huerta, Oscar",75,1951,Penñalolen Master,2,"2:00,00",120000,"1:40,66",100660,valid,"2 Huerta, Oscar 75 Penñalolen Master 2:00.00 1:40.66 7"
7,42,6,men 80-84 50 SC Meter backstroke,"Andrada, Alfredo",81,1945,Penñalolen Master,1,"2:00,00",120000,"1:15,70",75700,valid,"1 Andrada, Alfredo 81 Penñalolen Master 2:00.00 1:15.70 9"
7,44,7,women 19 & Under 100 SC Meter breaststroke,"Trabazo, Guadalupe",19,2007,Andes Talleres,1,"1:30,32",90320,"1:23,67",83670,valid,"1 Trabazo, Guadalupe 19 Andes Talleres 1:30.32 1:23.67 9"
7,45,7,women 19 & Under 100 SC Meter breaststroke,"Lacerna, Guadalupe",18,2008,Andes Talleres,2,"1:34,37",94370,"1:35,40",95400,valid,"2 Lacerna, Guadalupe 18 Andes Talleres 1:34.37 1:35.40 7"
7,47,7,women 20-24 100 SC Meter breaststroke,"Muchut Moyano, Rocíío Alumine í",24,2002,Club Sparta A.C.,1,"1:40,21",100210,"1:34,90",94900,valid,"1 Muchut Moyano, Rocíío Alumine í 24 Club Sparta A.C. 1:40.21 1:34.90 9"
7,48,7,women 20-24 100 SC Meter breaststroke,"Guinñazu, Selene",20,2006,Aquaclub Maipu,2,"1:39,98",99980,"1:42,95",102950,valid,"2 Guinñazu, Selene 20 Aquaclub Maipu 1:39.98 1:42.95 7"
7,49,7,women 20-24 100 SC Meter breaststroke,"Gavilucci, Valentina",24,2002,Club Sparta A.C.,3,"2:03,56",123560,"2:15,48",135480,valid,"3 Gavilucci, Valentina 24 Club Sparta A.C. 2:03.56 2:15.48 6"
8,5,7,women 25-29 100 SC Meter breaststroke,"Mellado, Ana Laura",25,2001,Aquaclub Maipu,1,"1:34,89",94890,"1:30,03",90030,valid,"1 Mellado, Ana Laura 25 Aquaclub Maipu 1:34.89 1:30.03 9"
8,6,7,women 25-29 100 SC Meter breaststroke,"Dave, Gisela",28,1998,Aquaclub Maipu,2,"1:40,36",100360,"1:36,91",96910,valid,"2 Dave, Gisela 28 Aquaclub Maipu 1:40.36 1:36.91 7"
8,7,7,women 25-29 100 SC Meter breaststroke,"Gargantini, Agostina",25,2001,Club Sparta A.C.,3,"1:50,39",110390,"1:51,44",111440,valid,"3 Gargantini, Agostina 25 Club Sparta A.C. 1:50.39 1:51.44 6"
8,8,7,women 25-29 100 SC Meter breaststroke,"Faríías, Tiare",27,1999,Pedro Aguirre Cerda,4,"2:01,20",121200,"1:52,14",112140,valid,"4 Faríías, Tiare 27 Pedro Aguirre Cerda 2:01.20 1:52.14 5"
8,9,7,women 25-29 100 SC Meter breaststroke,"Herrera, Amparo",29,1997,Club Sparta A.C.,5,"1:56,12",116120,"1:54,14",114140,valid,"5 Herrera, Amparo 29 Club Sparta A.C. 1:56.12 1:54.14 4"
8,10,7,women 25-29 100 SC Meter breaststroke,"Aguilera, Ayelen",27,1999,Club Azul Natacion Mendoza,6,"2:31,97",151970,"2:04,00",124000,valid,"6 Aguilera, Ayelen 27 Club Azul Natacion Mendoza 2:31.97 2:04.00 3"
8,12,7,women 30-34 100 SC Meter breaststroke,"Badui, Nahir",31,1995,Club Sparta A.C.,1,"1:44,55",104550,"1:40,38",100380,valid,"1 Badui, Nahir 31 Club Sparta A.C. 1:44.55 1:40.38 9"
8,13,7,women 30-34 100 SC Meter breaststroke,"Sanchez, Johana",31,1995,Aquaclub Maipu,2,"1:44,92",104920,"1:45,02",105020,valid,"2 Sanchez, Johana 31 Aquaclub Maipu 1:44.92 1:45.02 7"
8,14,7,women 30-34 100 SC Meter breaststroke,"Chavez, Roxana",34,1992,Club Sparta A.C.,3,"2:01,24",121240,"1:48,63",108630,valid,"3 Chavez, Roxana 34 Club Sparta A.C. 2:01.24 1:48.63 6"
8,15,7,women 30-34 100 SC Meter breaststroke,"Alvarez, Samanta",30,1996,Club Sparta A.C.,4,"1:57,10",117100,"1:51,81",111810,valid,"4 Alvarez, Samanta 30 Club Sparta A.C. 1:57.10 1:51.81 5"
8,16,7,women 30-34 100 SC Meter breaststroke,"Garin, Emilia",34,1992,Club Sparta A.C.,5,"1:45,21",105210,"1:53,94",113940,valid,"5 Garin, Emilia 34 Club Sparta A.C. 1:45.21 1:53.94 4"
8,17,7,women 30-34 100 SC Meter breaststroke,"Osuna, Daiana Esther",33,1993,Agua Plena San Rafael,6,"2:30,00",150000,"2:02,99",122990,valid,"6 Osuna, Daiana Esther 33 Agua Plena San Rafael 2:30.00 2:02.99 3"
8,18,7,women 30-34 100 SC Meter breaststroke,"Delpozzi, Julieta",31,1995,Agua Plena San Rafael,7,"2:25,00",145000,"2:19,39",139390,valid,"7 Delpozzi, Julieta 31 Agua Plena San Rafael 2:25.00 2:19.39 2"
8,20,7,women 35-39 100 SC Meter breaststroke,"Radivoy, Maria E",39,1987,Andes Talleres,1,"1:42,00",102000,"1:42,95",102950,valid,"1 Radivoy, Maria E 39 Andes Talleres 1:42.00 1:42.95 9"
8,21,7,women 35-39 100 SC Meter breaststroke,"Fravega, Julieta",39,1987,Club Sparta A.C.,2,"1:56,53",116530,"1:51,25",111250,valid,"2 Fravega, Julieta 39 Club Sparta A.C. 1:56.53 1:51.25 7"
8,22,7,women 35-39 100 SC Meter breaststroke,"Ortubia, Natalia",38,1988,Club Sparta A.C.,3,"2:15,03",135030,"2:07,17",127170,valid,"3 Ortubia, Natalia 38 Club Sparta A.C. 2:15.03 2:07.17 6"
8,23,7,women 35-39 100 SC Meter breaststroke,"Diaz, Mariana",38,1988,Club Sparta A.C.,4,"2:15,41",135410,"2:13,02",133020,valid,"4 Diaz, Mariana 38 Club Sparta A.C. 2:15.41 2:13.02 5"
8,25,7,women 40-44 100 SC Meter breaststroke,"Cabeza, Maria Belen",40,1986,Andes Talleres,1,"1:32,00",92000,"1:32,88",92880,valid,"1 Cabeza, Maria Belen 40 Andes Talleres 1:32.00 1:32.88 9"
8,26,7,women 40-44 100 SC Meter breaststroke,"Bisson, Natali",40,1986,Andes Talleres,2,"1:50,87",110870,"1:47,82",107820,valid,"2 Bisson, Natali 40 Andes Talleres 1:50.87 1:47.82 7"
8,27,7,women 40-44 100 SC Meter breaststroke,"Natalia, Silva",41,1985,Agua Plena San Rafael,3,"2:22,00",142000,"2:04,10",124100,valid,"3 Natalia, Silva 41 Agua Plena San Rafael 2:22.00 2:04.10 6"
8,28,7,women 40-44 100 SC Meter breaststroke,"Cosas, Florencia",44,1982,Club Sparta A.C.,4,"2:15,32",135320,"2:18,73",138730,valid,"4 Cosas, Florencia 44 Club Sparta A.C. 2:15.32 2:18.73 5"
8,29,7,women 40-44 100 SC Meter breaststroke,"Carmona, Maria Angeles",44,1982,Club DE Natacion Atlantis,5,"2:40,00",160000,"2:32,73",152730,valid,"5 Carmona, Maria Angeles 44 Club DE Natacion Atlantis 2:40.00 2:32.73 4"
8,31,7,women 45-49 100 SC Meter breaststroke,"Arriola, Silvia",45,1981,Aquaclub Maipu,1,"1:24,03",84030,"1:27,92",87920,valid,"1 Arriola, Silvia 45 Aquaclub Maipu 1:24.03 1:27.92 9"
8,32,7,women 45-49 100 SC Meter breaststroke,"Guadalupe, Cynthia",45,1981,Master Providencia Chile,2,"1:42,00",102000,"1:44,57",104570,valid,"2 Guadalupe, Cynthia 45 Master Providencia Chile 1:42.00 1:44.57 7"
8,33,7,women 45-49 100 SC Meter breaststroke,"Gauna, Noe",45,1981,Club Azul Natacion Mendoza,3,"2:31,87",151870,"2:32,42",152420,valid,"3 Gauna, Noe 45 Club Azul Natacion Mendoza 2:31.87 2:32.42 6"
8,35,7,women 50-54 100 SC Meter breaststroke,"Tapia, Julieta",51,1975,Master Providencia Chile,1,"2:15,00",135000,"2:02,51",122510,valid,"1 Tapia, Julieta 51 Master Providencia Chile 2:15.00 2:02.51 9"
8,37,7,women 55-59 100 SC Meter breaststroke,"Dable, Marie Claire",57,1969,Master Providencia Chile,1,"1:59,64",119640,"2:03,45",123450,valid,"1 Dable, Marie Claire 57 Master Providencia Chile 1:59.64 2:03.45 9"
8,39,7,women 60-64 100 SC Meter breaststroke,"DI Paola, Laura",61,1965,Club Sparta A.C.,1,"2:09,46",129460,"2:08,91",128910,valid,"1 DI Paola, Laura 61 Club Sparta A.C. 2:09.46 2:08.91 9"
8,40,7,women 60-64 100 SC Meter breaststroke,"Acencio, Claudia",63,1963,Master Providencia Chile,2,"2:05,53",125530,"2:08,99",128990,valid,"2 Acencio, Claudia 63 Master Providencia Chile 2:05.53 2:08.99 7"
8,41,7,women 60-64 100 SC Meter breaststroke,"Richardi, Marisa",64,1962,Andes Talleres,3,"2:42,95",162950,"3:06,15",186150,valid,"3 Richardi, Marisa 64 Andes Talleres 2:42.95 3:06.15 6"
8,43,7,women 70-74 100 SC Meter breaststroke,"Barrasa, Silvia",70,1956,Andes Talleres,1,"3:00,00",180000,"3:07,01",187010,valid,"1 Barrasa, Silvia 70 Andes Talleres 3:00.00 3:07.01 9"
8,45,7,women 75-79 100 SC Meter breaststroke,"Nunñez, Elizabeth",77,1949,Master Providencia Chile,1,"2:45,99",165990,"2:54,84",174840,valid,"1 Nunñez, Elizabeth 77 Master Providencia Chile 2:45.99 2:54.84 9"
8,47,8,men 19 & Under 100 SC Meter breaststroke,"Gonzalez, Nicolas Agustíín",19,2007,Andes Talleres,1,"1:24,00",84000,"1:22,85",82850,valid,"1 Gonzalez, Nicolas Agustíín 19 Andes Talleres 1:24.00 1:22.85 9"
8,49,8,men 20-24 100 SC Meter breaststroke,"Gonzalez, Franco",23,2003,Andes Talleres,1,"1:18,30",78300,"1:20,96",80960,valid,"1 Gonzalez, Franco 23 Andes Talleres 1:18.30 1:20.96 9"
9,5,8,men 20-24 100 SC Meter breaststroke,"Flores, Joseí Luis",20,2006,Pedro Aguirre Cerda,2,"1:35,50",95500,"1:30,35",90350,valid,"2 Flores, Joseí Luis 20 Pedro Aguirre Cerda 1:35.50 1:30.35 7"
9,6,8,men 20-24 100 SC Meter breaststroke,"Caro, Martíín",20,2006,Pedro Aguirre Cerda,3,"1:34,00",94000,"1:33,18",93180,valid,"3 Caro, Martíín 20 Pedro Aguirre Cerda 1:34.00 1:33.18 6"
9,7,8,men 20-24 100 SC Meter breaststroke,"Zapata Esquivel, Tomas Benjamin F.",24,2002,Aquaclub Maipu,4,"1:36,47",96470,"1:33,72",93720,valid,"4 Zapata Esquivel, Tomas Benjamin F. 24 Aquaclub Maipu 1:36.47 1:33.72 5"
9,8,8,men 20-24 100 SC Meter breaststroke,"Chacoín, Manuel",20,2006,Club Sparta A.C.,5,"1:33,80",93800,"1:40,80",100800,valid,"5 Chacoín, Manuel 20 Club Sparta A.C. 1:33.80 1:40.80 4"
9,9,8,men 20-24 100 SC Meter breaststroke,"Moron, Martin",22,2004,Club Azul Natacion Mendoza,6,"1:46,19",106190,"1:51,99",111990,valid,"6 Moron, Martin 22 Club Azul Natacion Mendoza 1:46.19 1:51.99 3"
9,10,8,men 20-24 100 SC Meter breaststroke,"Trilla, Ignacio",21,2005,Club Azul Natacion Mendoza,,"1:40,00",100000,DNF,,dnf,"--- Trilla, Ignacio 21 Club Azul Natacion Mendoza 1:40.00 DNF"
9,12,8,men 25-29 100 SC Meter breaststroke,"Vollmer, Matias A",28,1998,Andes Talleres,1,"1:21,18",81180,"1:18,77",78770,valid,"1 Vollmer, Matias A 28 Andes Talleres 1:21.18 1:18.77 9"
9,13,8,men 25-29 100 SC Meter breaststroke,"Moreno, Julian",29,1997,Aquaclub Maipu,2,"1:22,31",82310,"1:20,72",80720,valid,"2 Moreno, Julian 29 Aquaclub Maipu 1:22.31 1:20.72 7"
9,14,8,men 25-29 100 SC Meter breaststroke,"Talfiti, Facundo",28,1998,Aquaclub Maipu,3,"1:32,28",92280,"1:31,27",91270,valid,"3 Talfiti, Facundo 28 Aquaclub Maipu 1:32.28 1:31.27 6"
9,15,8,men 25-29 100 SC Meter breaststroke,"Rodriguez, Santi",27,1999,Club Azul Natacion Mendoza,4,"1:33,60",93600,"1:32,55",92550,valid,"4 Rodriguez, Santi 27 Club Azul Natacion Mendoza 1:33.60 1:32.55 5"
9,16,8,men 25-29 100 SC Meter breaststroke,"Robledo, Mariano",26,2000,Club Sparta A.C.,5,"1:47,65",107650,"1:35,73",95730,valid,"5 Robledo, Mariano 26 Club Sparta A.C. 1:47.65 1:35.73 4"
9,17,8,men 25-29 100 SC Meter breaststroke,"Scandolera, Lucas",26,2000,Agua Plena San Rafael,6,"2:12,00",132000,"1:37,39",97390,valid,"6 Scandolera, Lucas 26 Agua Plena San Rafael 2:12.00 1:37.39 3"
9,18,8,men 25-29 100 SC Meter breaststroke,"Ortega, Luciano",28,1998,Aquaclub Maipu,7,"1:37,00",97000,"1:38,14",98140,valid,"7 Ortega, Luciano 28 Aquaclub Maipu 1:37.00 1:38.14 2"
9,19,8,men 25-29 100 SC Meter breaststroke,"Ros, Matias",29,1997,Aquaclub Maipu,8,"1:45,43",105430,"1:38,24",98240,valid,"8 Ros, Matias 29 Aquaclub Maipu 1:45.43 1:38.24 1"
9,20,8,men 25-29 100 SC Meter breaststroke,"Magallanes, Enzo",29,1997,Aquaclub Maipu,9,"1:36,13",96130,"1:39,80",99800,valid,"9 Magallanes, Enzo 29 Aquaclub Maipu 1:36.13 1:39.80"
9,22,8,men 30-34 100 SC Meter breaststroke,"Cantoro, Sergio",33,1993,Aquaclub Maipu,1,"1:23,29",83290,"1:23,86",83860,valid,"1 Cantoro, Sergio 33 Aquaclub Maipu 1:23.29 1:23.86 9"
9,23,8,men 30-34 100 SC Meter breaststroke,"Becerra A., Martíín",30,1996,Pedro Aguirre Cerda,2,"1:37,20",97200,"1:30,41",90410,valid,"2 Becerra A., Martíín 30 Pedro Aguirre Cerda 1:37.20 1:30.41 7"
9,24,8,men 30-34 100 SC Meter breaststroke,"Mallea, Abdo",33,1993,Club Sparta A.C.,3,NT,,"1:34,21",94210,valid,"3 Mallea, Abdo 33 Club Sparta A.C. NT 1:34.21 6"
9,25,8,men 30-34 100 SC Meter breaststroke,"Morales, Jesus",33,1993,Club Sparta A.C.,4,"1:48,21",108210,"1:39,45",99450,valid,"4 Morales, Jesus 33 Club Sparta A.C. 1:48.21 1:39.45 5"
9,26,8,men 30-34 100 SC Meter breaststroke,"Bront, Matias",31,1995,Club Sparta A.C.,5,"1:45,09",105090,"1:40,01",100010,valid,"5 Bront, Matias 31 Club Sparta A.C. 1:45.09 1:40.01 4"
9,27,8,men 30-34 100 SC Meter breaststroke,"Barrera, Diego",32,1994,Club Azul Natacion Mendoza,6,"1:46,20",106200,"1:53,32",113320,valid,"6 Barrera, Diego 32 Club Azul Natacion Mendoza 1:46.20 1:53.32 3"
9,28,8,men 30-34 100 SC Meter breaststroke,"Lelio, Leandro",30,1996,Club Sparta A.C.,7,"1:58,66",118660,"1:53,38",113380,valid,"7 Lelio, Leandro 30 Club Sparta A.C. 1:58.66 1:53.38 2"
9,29,8,men 30-34 100 SC Meter breaststroke,"Romero, Gonzalo",33,1993,Club Sparta A.C.,8,"2:04,21",124210,"2:06,37",126370,valid,"8 Romero, Gonzalo 33 Club Sparta A.C. 2:04.21 2:06.37 1"
9,31,8,men 35-39 100 SC Meter breaststroke,"Barreto, Yuhneyber",39,1987,Pedro Aguirre Cerda,1,"2:30,00",150000,"1:41,52",101520,valid,"1 Barreto, Yuhneyber 39 Pedro Aguirre Cerda 2:30.00 1:41.52 9"
9,32,8,men 35-39 100 SC Meter breaststroke,"Aguilera, Juan Carlos",37,1989,Master Providencia Chile,2,"1:53,89",113890,"1:44,10",104100,valid,"2 Aguilera, Juan Carlos 37 Master Providencia Chile 1:53.89 1:44.10 7"
9,33,8,men 35-39 100 SC Meter breaststroke,"Yanzon, Matias",39,1987,Club Sparta A.C.,3,"2:01,09",121090,"1:55,26",115260,valid,"3 Yanzon, Matias 39 Club Sparta A.C. 2:01.09 1:55.26 6"
9,34,8,men 35-39 100 SC Meter breaststroke,"Nievas, Emmanuel",35,1991,Club Sparta A.C.,,"2:04,21",124210,DNF,,dnf,"--- Nievas, Emmanuel 35 Club Sparta A.C. 2:04.21 DNF"
9,36,8,men 40-44 100 SC Meter breaststroke,"Calvet, Miguel",43,1983,Andes Talleres,1,"1:30,43",90430,"1:28,77",88770,valid,"1 Calvet, Miguel 43 Andes Talleres 1:30.43 1:28.77 9"
9,37,8,men 40-44 100 SC Meter breaststroke,"Maron, Horacio",44,1982,Club Sparta A.C.,2,"1:42,72",102720,"1:37,93",97930,valid,"2 Maron, Horacio 44 Club Sparta A.C. 1:42.72 1:37.93 7"
9,38,8,men 40-44 100 SC Meter breaststroke,"Maza, Carlos",40,1986,Club Sparta A.C.,3,"1:33,58",93580,"1:39,23",99230,valid,"3 Maza, Carlos 40 Club Sparta A.C. 1:33.58 1:39.23 6"
9,39,8,men 40-44 100 SC Meter breaststroke,"Martin, Leonardo",44,1982,Andes Talleres,4,"1:45,00",105000,"1:40,90",100900,valid,"4 Martin, Leonardo 44 Andes Talleres 1:45.00 1:40.90 5"
9,40,8,men 40-44 100 SC Meter breaststroke,"Romero, Christian",42,1984,NÑ unñoa Master,,"1:38,80",98800,DNF,,dnf,"--- Romero, Christian 42 NÑ unñoa Master 1:38.80 DNF"
9,42,8,men 45-49 100 SC Meter breaststroke,"Profili, Osvaldo L",47,1979,Club Sparta A.C.,1,"1:49,23",109230,"1:43,73",103730,valid,"1 Profili, Osvaldo L 47 Club Sparta A.C. 1:49.23 1:43.73 9"
9,43,8,men 45-49 100 SC Meter breaststroke,"Camargo, Pablo Sergio",46,1980,Aquaclub Maipu,2,"2:02,98",122980,"1:59,46",119460,valid,"2 Camargo, Pablo Sergio 46 Aquaclub Maipu 2:02.98 1:59.46 7"
9,44,8,men 45-49 100 SC Meter breaststroke,"Soria, Gabriel",47,1979,Master Providencia Chile,3,"2:19,20",139200,"2:07,68",127680,valid,"3 Soria, Gabriel 47 Master Providencia Chile 2:19.20 2:07.68 6"
9,46,8,men 50-54 100 SC Meter breaststroke,"Henrííquez, Pablo",54,1972,Andes Talleres,1,"1:40,00",100000,"1:43,87",103870,valid,"1 Henrííquez, Pablo 54 Andes Talleres 1:40.00 1:43.87 9"
9,47,8,men 50-54 100 SC Meter breaststroke,"Cabrera, Hernan",53,1973,Club Sparta A.C.,2,"2:01,47",121470,"1:48,78",108780,valid,"2 Cabrera, Hernan 53 Club Sparta A.C. 2:01.47 1:48.78 7"
9,48,8,men 50-54 100 SC Meter breaststroke,"Romo, Fabri",52,1974,Club Azul Natacion Mendoza,3,"2:05,00",125000,"1:56,08",116080,valid,"3 Romo, Fabri 52 Club Azul Natacion Mendoza 2:05.00 1:56.08 6"
9,50,8,men 55-59 100 SC Meter breaststroke,"Smith, Carlos",58,1968,Master Providencia Chile,1,"1:40,00",100000,"1:36,09",96090,valid,"1 Smith, Carlos 58 Master Providencia Chile 1:40.00 1:36.09 9"
9,51,8,men 55-59 100 SC Meter breaststroke,"Perissa, Alejandro",58,1968,Andes Talleres,2,"1:39,66",99660,"1:36,40",96400,valid,"2 Perissa, Alejandro 58 Andes Talleres 1:39.66 1:36.40 7"
10,5,8,men 55-59 100 SC Meter breaststroke,"Velazquez, Orlando",56,1970,Aquaclub Maipu,3,"2:57,57",177570,"2:53,23",173230,valid,"3 Velazquez, Orlando 56 Aquaclub Maipu 2:57.57 2:53.23 6"
10,7,8,men 60-64 100 SC Meter breaststroke,"Pavoni, Ricardo O",63,1963,Andes Talleres,1,"1:37,12",97120,"1:36,93",96930,valid,"1 Pavoni, Ricardo O 63 Andes Talleres 1:37.12 1:36.93 9"
10,8,8,men 60-64 100 SC Meter breaststroke,"Vargas, Jose Luis",60,1966,Golden,2,"2:30,00",150000,"2:30,23",150230,valid,"2 Vargas, Jose Luis 60 Golden 2:30.00 2:30.23 7"
10,10,8,men 65-69 100 SC Meter breaststroke,"Cabello Tilleríía, Andre ís",69,1957,Penñalolen Master,1,"1:55,00",115000,"2:00,56",120560,valid,"1 Cabello Tilleríía, Andre ís 69 Penñalolen Master 1:55.00 2:00.56 9"
10,11,8,men 65-69 100 SC Meter breaststroke,"Moreno, Luis",68,1958,NÑ unñoa Master,2,"3:45,30",225300,"2:47,97",167970,valid,"2 Moreno, Luis 68 NÑ unñoa Master 3:45.30 2:47.97 7"
10,13,8,men 75-79 100 SC Meter breaststroke,"Guadalupe, Jaime",77,1949,Master Providencia Chile,1,"2:08,76",128760,"2:11,87",131870,valid,"1 Guadalupe, Jaime 77 Master Providencia Chile 2:08.76 2:11.87 9"
10,14,8,men 75-79 100 SC Meter breaststroke,"Huerta, Oscar",75,1951,Penñalolen Master,2,"4:00,00",240000,"4:13,91",253910,valid,"2 Huerta, Oscar 75 Penñalolen Master 4:00.00 4:13.91 7"
10,16,9,women 19 & Under 50 SC Meter freestyle,"Trabazo, Guadalupe",19,2007,Andes Talleres,1,"33,50",33500,"31,66",31660,valid,"1 Trabazo, Guadalupe 19 Andes Talleres 33.50 31.66 9"
10,17,9,women 19 & Under 50 SC Meter freestyle,"Chertcoff, Victoria",18,2008,Agua Plena San Rafael,2,"38,00",38000,"33,28",33280,valid,"2 Chertcoff, Victoria 18 Agua Plena San Rafael 38.00 33.28 7"
10,18,9,women 19 & Under 50 SC Meter freestyle,"Lacerna, Guadalupe",18,2008,Andes Talleres,3,"33,30",33300,"33,96",33960,valid,"3 Lacerna, Guadalupe 18 Andes Talleres 33.30 33.96 6"
10,20,9,women 20-24 50 SC Meter freestyle,"Vidal, Pierina",21,2005,Club Sparta A.C.,1,"34,52",34520,"35,13",35130,valid,"1 Vidal, Pierina 21 Club Sparta A.C. 34.52 35.13 9"
10,21,9,women 20-24 50 SC Meter freestyle,"Gavilucci, Valentina",24,2002,Club Sparta A.C.,2,"39,21",39210,"36,36",36360,valid,"2 Gavilucci, Valentina 24 Club Sparta A.C. 39.21 36.36 7"
10,22,9,women 20-24 50 SC Meter freestyle,"Guinñazu, Selene",20,2006,Aquaclub Maipu,3,"35,01",35010,"36,54",36540,valid,"3 Guinñazu, Selene 20 Aquaclub Maipu 35.01 36.54 6"
10,24,9,women 25-29 50 SC Meter freestyle,"Pavio Civit, Natalia",26,2000,Club Sparta A.C.,1,"31,33",31330,"31,21",31210,valid,"1 Pavio Civit, Natalia 26 Club Sparta A.C. 31.33 31.21 9"
10,25,9,women 25-29 50 SC Meter freestyle,"Castro A, Paula A",26,2000,Pedro Aguirre Cerda,2,"43,00",43000,"32,01",32010,valid,"2 Castro A, Paula A 26 Pedro Aguirre Cerda 43.00 32.01 7"
10,26,9,women 25-29 50 SC Meter freestyle,"Mellado, Ana Laura",25,2001,Aquaclub Maipu,3,"30,45",30450,"32,03",32030,valid,"3 Mellado, Ana Laura 25 Aquaclub Maipu 30.45 32.03 6"
10,27,9,women 25-29 50 SC Meter freestyle,"Arce, Aisha",28,1998,Club Sparta A.C.,4,"36,12",36120,"35,78",35780,valid,"4 Arce, Aisha 28 Club Sparta A.C. 36.12 35.78 5"
10,28,9,women 25-29 50 SC Meter freestyle,"Gargantini, Agostina",25,2001,Club Sparta A.C.,5,"38,05",38050,"37,12",37120,valid,"5 Gargantini, Agostina 25 Club Sparta A.C. 38.05 37.12 4"
10,29,9,women 25-29 50 SC Meter freestyle,"Galetto, Ornella",26,2000,Club Sparta A.C.,6,"40,59",40590,"39,76",39760,valid,"6 Galetto, Ornella 26 Club Sparta A.C. 40.59 39.76 3"
10,30,9,women 25-29 50 SC Meter freestyle,"Aguilera, Ayelen",27,1999,Club Azul Natacion Mendoza,7,"48,39",48390,"43,67",43670,valid,"7 Aguilera, Ayelen 27 Club Azul Natacion Mendoza 48.39 43.67 2"
10,31,9,women 25-29 50 SC Meter freestyle,"Funes, Carolina",25,2001,Club Sparta A.C.,8,"47,74",47740,"43,92",43920,valid,"8 Funes, Carolina 25 Club Sparta A.C. 47.74 43.92 1"
10,32,9,women 25-29 50 SC Meter freestyle,"Escudero, Ailen",28,1998,Club Sparta A.C.,9,"1:01,23",61230,"46,54",46540,valid,"9 Escudero, Ailen 28 Club Sparta A.C. 1:01.23 46.54"
10,33,9,women 25-29 50 SC Meter freestyle,"Faríías, Tiare",27,1999,Pedro Aguirre Cerda,10,"43,70",43700,"46,70",46700,valid,"10 Faríías, Tiare 27 Pedro Aguirre Cerda 43.70 46.70"
10,34,9,women 25-29 50 SC Meter freestyle,"Herrera, Amparo",29,1997,Club Sparta A.C.,11,"42,12",42120,"47,26",47260,valid,"11 Herrera, Amparo 29 Club Sparta A.C. 42.12 47.26"
10,36,9,women 30-34 50 SC Meter freestyle,"Monassa, Emeli",34,1992,Club Sparta A.C.,1,"31,62",31620,"32,41",32410,valid,"1 Monassa, Emeli 34 Club Sparta A.C. 31.62 32.41 9"
10,37,9,women 30-34 50 SC Meter freestyle,"Mauad, Yamile",30,1996,Club Sparta A.C.,2,"35,79",35790,"34,34",34340,valid,"2 Mauad, Yamile 30 Club Sparta A.C. 35.79 34.34 7"
10,38,9,women 30-34 50 SC Meter freestyle,"Badui, Nahir",31,1995,Club Sparta A.C.,3,"35,13",35130,"35,02",35020,valid,"3 Badui, Nahir 31 Club Sparta A.C. 35.13 35.02 6"
10,39,9,women 30-34 50 SC Meter freestyle,"Garin, Emilia",34,1992,Club Sparta A.C.,4,"37,77",37770,"36,74",36740,valid,"4 Garin, Emilia 34 Club Sparta A.C. 37.77 36.74 5"
10,40,9,women 30-34 50 SC Meter freestyle,"Zapata, Rocio Nicole",31,1995,Club DE Natacion Atlantis,5,"37,94",37940,"37,52",37520,valid,"5 Zapata, Rocio Nicole 31 Club DE Natacion Atlantis 37.94 37.52 4"
10,41,9,women 30-34 50 SC Meter freestyle,"Loípez, Diane",30,1996,Pedro Aguirre Cerda,6,"36,20",36200,"38,32",38320,valid,"6 Loípez, Diane 30 Pedro Aguirre Cerda 36.20 38.32 3"
10,42,9,women 30-34 50 SC Meter freestyle,"Sanchez, Johana",31,1995,Aquaclub Maipu,7,"37,90",37900,"40,01",40010,valid,"7 Sanchez, Johana 31 Aquaclub Maipu 37.90 40.01 2"
10,43,9,women 30-34 50 SC Meter freestyle,"Chavez, Roxana",34,1992,Club Sparta A.C.,8,"47,39",47390,"40,02",40020,valid,"8 Chavez, Roxana 34 Club Sparta A.C. 47.39 40.02 1"
10,44,9,women 30-34 50 SC Meter freestyle,"Alvarez, Samanta",30,1996,Club Sparta A.C.,9,"40,83",40830,"40,04",40040,valid,"9 Alvarez, Samanta 30 Club Sparta A.C. 40.83 40.04"
10,45,9,women 30-34 50 SC Meter freestyle,"Arancibia, Virginia",31,1995,Club Sparta A.C.,10,"44,12",44120,"44,04",44040,valid,"10 Arancibia, Virginia 31 Club Sparta A.C. 44.12 44.04"
10,46,9,women 30-34 50 SC Meter freestyle,"Delpozzi, Julieta",31,1995,Agua Plena San Rafael,11,"47,00",47000,"45,30",45300,valid,"11 Delpozzi, Julieta 31 Agua Plena San Rafael 47.00 45.30"
