event_name,athlete_name,club_name,rank_position,result_time_text,result_time_ms,status,source_id
Men 30-34 100 LC Meter Freestyle,"Ruiz, Javier",Agua Plena San Rafael,12,"1:26,15",86150,valid,1
Men 30-34 100 LC Meter Freestyle,"Orrego, Ariel",Calambre Swim Team,13,"1:30,11",90110,valid,1
Men 30-34 100 LC Meter Freestyle,"Barrera, Barrera",Azul Natacion Mendoza,14,"1:37,48",97480,valid,1
Men 30-34 100 LC Meter Freestyle,"Maldonado, Nicolas",Agua Plena San Rafael,15,"1:44,91",104910,valid,1
Men 35-39 100 LC Meter Freestyle,"Rincon, Luis",Orinoco Swim,1,"59,18",59180,valid,1
Men 35-39 100 LC Meter Freestyle,"Carrera, Angel",Nunoa Master,2,"1:03,12",63120,valid,1
Men 35-39 100 LC Meter Freestyle,"Him, Carlos",Orinoco Swim,3,"1:03,59",63590,valid,1
Men 35-39 100 LC Meter Freestyle,"Celaya, Ariel",Aquaclub Maipu,4,"1:06,17",66170,valid,1
Men 35-39 100 LC Meter Freestyle,"Nava, Jose",Nunoa Master,5,"1:07,62",67620,valid,1
Men 35-39 100 LC Meter Freestyle,"Rivera, Luis",Natacion Master Recoleta,6,"1:15,05",75050,valid,1
Men 35-39 100 LC Meter Freestyle,"Aguilera, Juan Carlos",Master Providencia,7,"1:24,89",84890,valid,1
Men 35-39 100 LC Meter Freestyle,"Sanchez, Marco",Master Providencia,8,"1:26,04",86040,valid,1
Men 35-39 100 LC Meter Freestyle,"Barreto, Yuhneyber",Pedro Aguirre Cerda,9,"1:26,99",86990,valid,1
Men 35-39 100 LC Meter Freestyle,"Le Cerf, Patricio",Orinoco Swim,10,"1:28,11",88110,valid,1
Men 35-39 100 LC Meter Freestyle,"Gonzalez, Matias",Aquaclub Maipu,11,"1:31,76",91760,valid,1
Men 35-39 100 LC Meter Freestyle,"Curihuinca, Camilo",Natacion Master Recoleta,12,"1:37,27",97270,valid,1
Men 40-44 100 LC Meter Freestyle,"Olivares, Pedro",Golden,1,"1:03,42",63420,valid,1
Men 40-44 100 LC Meter Freestyle,"Garzon, Jean",Master Providencia,2,"1:05,36",65360,valid,1
Men 40-44 100 LC Meter Freestyle,"Vergara, Bruno",Nunoa Master,3,"1:10,81",70810,valid,1
Men 40-44 100 LC Meter Freestyle,"Gonzalez, German",Master Providencia,4,"1:12,68",72680,valid,1
Men 40-44 100 LC Meter Freestyle,"Arce, Javier",Calambre Swim Team,5,"1:16,10",76100,valid,1
Men 40-44 100 LC Meter Freestyle,"Romero, Christian",Nunoa Master,6,"1:21,52",81520,valid,1
Men 40-44 100 LC Meter Freestyle,"Serrano, Hector",100 por Ciento Swim,7,"1:24,25",84250,valid,1
Men 40-44 100 LC Meter Freestyle,"Diaz, Andres",Master Providencia,8,"1:54,29",114290,valid,1
Men 45-49 100 LC Meter Freestyle,"Garcia, Alexis",Penñalolen Master,1,"1:06,41",66410,valid,1
Men 45-49 100 LC Meter Freestyle,"Winter, Juan Enrique",Club Deportivo UC,2,"1:16,70",76700,valid,1
Men 45-49 100 LC Meter Freestyle,"Cabello, Daniel",Natacion Master Recoleta,3,"1:19,98",79980,valid,1
Men 45-49 100 LC Meter Freestyle,"Camargo, Pablo Sergio",Aquaclub Maipu,4,"1:20,56",80560,valid,1
Men 45-49 100 LC Meter Freestyle,"Hidalgo, Victor Andreés",Penñalolen Master,5,"1:23,48",83480,valid,1
Men 45-49 100 LC Meter Freestyle,"Parada, Oscar",Nunoa Master,6,"1:25,87",85870,valid,1
Men 45-49 100 LC Meter Freestyle,"Paredes, David",Penñalolen Master,7,"1:26,50",86500,valid,1
Men 45-49 100 LC Meter Freestyle,"Rojas, Freddy",100 por Ciento Swim,8,"1:31,41",91410,valid,1
Men 45-49 100 LC Meter Freestyle,"Maureira, Luis",Pedro Aguirre Cerda,9,"1:33,45",93450,valid,1
Men 45-49 100 LC Meter Freestyle,"Soria, Gabriel",Master Providencia,10,"2:01,42",121420,valid,1
Men 50-54 100 LC Meter Freestyle,"Gutierrez Oliveros, Luis",Club Deportivo UC,1,"1:09,03",69030,valid,1
Men 50-54 100 LC Meter Freestyle,"Catalan, Marcelo",Master Providencia,2,"1:13,42",73420,valid,1
Men 50-54 100 LC Meter Freestyle,"Sevil, Angel",Penñalolen Master,3,"1:13,67",73670,valid,1
Men 50-54 100 LC Meter Freestyle,"Matulic L, Wladimir",Club Deportivo UC,4,"1:17,21",77210,valid,1
Men 50-54 100 LC Meter Freestyle,"Romo, Fabri",Azul Natacion Mendoza,5,"1:34,61",94610,valid,1
Men 50-54 100 LC Meter Freestyle,"Siqueira, Pablo",Penñalolen Master,6,"1:36,08",96080,valid,1
Men 55-59 100 LC Meter Freestyle,"Gallardo, Enrique",Golden,1,"1:06,22",66220,valid,1
Men 55-59 100 LC Meter Freestyle,"Briones, Eduardo",Master Providencia,2,"1:07,02",67020,valid,1
Men 55-59 100 LC Meter Freestyle,"Smith, Carlos",Master Providencia,3,"1:19,51",79510,valid,1
Men 55-59 100 LC Meter Freestyle,"Panetti, Mario",Golden,4,"1:22,92",82920,valid,1
Men 55-59 100 LC Meter Freestyle,"Pacheco C, Mario Alejandro",Club Deportivo UC,5,"1:25,11",85110,valid,1
Men 55-59 100 LC Meter Freestyle,"Biason, Marcelo",Golden,6,"1:25,68",85680,valid,1
Men 55-59 100 LC Meter Freestyle,"Ubilla, Juan Carlos",Penñalolen Master,7,"1:28,52",88520,valid,1
Men 55-59 100 LC Meter Freestyle,"Figueroa, Miguel",Azul Natacion Mendoza,8,"1:41,15",101150,valid,1
Men 55-59 100 LC Meter Freestyle,"Montes, Eduardo",Master Providencia,9,"1:43,56",103560,valid,1
Men 60-64 100 LC Meter Freestyle,"Fuenzalida, Roberto",Penñalolen Master,1,"1:23,69",83690,valid,1
Men 60-64 100 LC Meter Freestyle,"Aguirre, Jose Ignacio",Penñalolen Master,2,"1:27,27",87270,valid,1
Men 65-69 100 LC Meter Freestyle,"Lucero, Carlos A",Area Club San Luis,1,"1:26,85",86850,valid,1
Men 65-69 100 LC Meter Freestyle,"Toledo, Fredi",Natacion Master Recoleta,2,"1:39,33",99330,valid,1
Men 65-69 100 LC Meter Freestyle,"Rasse, Patricio",Master Providencia,3,"1:50,08",110080,valid,1
Men 65-69 100 LC Meter Freestyle,"Vega, Patricio",Natacion Master Buin,4,"2:04,27",124270,valid,1
Men 65-69 100 LC Meter Freestyle,"Moreno, Luis",Nunoa Master,5,"2:19,02",139020,valid,1
Men 70-74 100 LC Meter Freestyle,"Donoso, Juan",Master San Bernardo,1,"1:26,01",86010,valid,1
Men 70-74 100 LC Meter Freestyle,"Guerrero, Roberto",Master San Bernardo,2,"2:07,90",127900,valid,1
Men 70-74 100 LC Meter Freestyle,"Alvarez, Ricardo",Nunoa Master,3,"2:10,55",130550,valid,1
Men 75-79 100 LC Meter Freestyle,"Guerra B, Manfredo",Calambre Swim Team,1,"1:23,45",83450,valid,1
Men 75-79 100 LC Meter Freestyle,"Guadalupe, Jaime",Master Providencia,2,"1:56,00",116000,valid,1
Men 75-79 100 LC Meter Freestyle,"Huerta, Oscar",Penñalolen Master,3,"2:30,16",150160,valid,1
Men 80-84 100 LC Meter Freestyle,"Ferrando, Nestor",Nunoa Master,1,"3:17,37",197370,valid,1
